zip,donations,total,population
22133,NA,177.86,NA
22146,NA,150,NA
22150,0.03380091262464086,10,29585
22157,NA,25,NA
22192,0.016758840288252055,10,59670
22204,0.01856837805217714,47,53855
22205,0.10770059235325795,29,18570
22207,0.058628675285081935,88.25999999999999,34113
22208,NA,125,NA
22209,1.2906164591557852,303.0399999999999,13172
22213,0.7197696737044146,12,4168
22216,NA,60,NA
22218,NA,50,NA
22220,NA,35,NA
22228,NA,69,NA
22234,NA,40,NA
22237,NA,5,NA
22244,NA,150,NA
22286,NA,25,NA
22303,0.3404139433551198,236.17,14688
22304,0.060898867281068574,60,49262
22306,0.2035416242621616,150.72,34391
22307,0.19443904335990667,3000,10286
22310,0.27838782517244576,95,32329
22311,0.15881418740074113,505,18890
22314,0.08520790729379686,62,35208
22315,0.10123506782749545,17,29634
22324,NA,500,NA
22401,0.6882549296259334,409,29059
22402,NA,455,NA
22403,NA,638,NA
22407,0.033584658527984416,7,59551
22502,NA,571,NA
22550,NA,20,NA
22551,0.09892175289346128,55,20218
22554,0.034789869190091846,29,57488
22601,0.4795834475198684,226,29192
22602,0.06522093592043046,29.64,30665
22613,NA,155,NA
22617,NA,179,NA
22651,NA,3,NA
22654,2.4009603841536613,1000,833
22658,NA,130,NA
22661,NA,12,NA
22663,7.246376811594203,35,690
22701,0.028741413502716064,10,34793
22702,NA,435,NA
22703,NA,194,NA
22704,NA,118,NA
22714,0.9737098344693281,250,1027
22738,5.738880918220947,193,1394
22740,1.0845986984815619,48.26,922
22745,NA,15,NA
22750,NA,250,NA
22769,NA,163.5,NA
22770,NA,20,NA
22771,NA,1133.18,NA
22774,NA,75,NA
22787,NA,175,NA
22791,NA,60,NA
22793,NA,50,NA
22801,0.12411875682653162,275,40284
22804,NA,160,NA
22807,0.5979073243647235,1100,3345
22811,19.53125,500,512
22815,0.11217049915872125,15,8915
22817,NA,17200,NA
22842,0.17946877243359657,20,5572
22875,NA,50,NA
22910,NA,12299,NA
22913,NA,457,NA
22915,NA,330,NA
